,model,seed,b,pion,metric,value
397,learn_5,61453,1.7,211,eta_w1_0,0.16303442259113582
398,learn_5,61453,1.7,211,v1,0.004243155295511098
399,learn_5,61453,1.7,211,v2,0.015145780110196173
400,learn_5,61453,1.7,211,v3,0.003005343761974362
401,learn_5,61453,1.7,211,pt,7.635000000000001
402,learn_5,61453,1.7,211,e,7.027500000000001
403,learn_5,61453,1.7,-211,e_kl,0.03936908479656559
404,learn_5,61453,1.7,-211,e_w1,0.043267246892764476
405,learn_5,61453,1.7,-211,eta_kl,0.0031447314241723786
406,learn_5,61453,1.7,-211,eta_w1,0.020412195553716244
407,learn_5,61453,1.7,-211,e_kl_0,0.12729375698772913
408,learn_5,61453,1.7,-211,e_w1_0,0.0957485678792
409,learn_5,61453,1.7,-211,eta_kl_0,0.025496407790195363
410,learn_5,61453,1.7,-211,eta_w1_0,0.1347842020797543
411,learn_5,61453,1.7,-211,v1,0.0062196940533377895
412,learn_5,61453,1.7,-211,v2,0.0044234738586171485
413,learn_5,61453,1.7,-211,v3,0.007377127508585808
414,learn_5,61453,1.7,-211,pt,7.635000000000001
415,learn_5,61453,1.7,-211,e,7.027500000000001
416,learn_5,61453,1.7,111,e_kl,0.051429809178825565
417,learn_5,61453,1.7,111,e_w1,0.05684457066868033
418,learn_5,61453,1.7,111,eta_kl,0.0029948786386281676
419,learn_5,61453,1.7,111,eta_w1,0.029876831575232722
420,learn_5,61453,1.7,111,e_kl_0,0.11357420147864923
421,learn_5,61453,1.7,111,e_w1_0,0.10416766375303271
422,learn_5,61453,1.7,111,eta_kl_0,0.010393375986083591
423,learn_5,61453,1.7,111,eta_w1_0,0.07830775054237166
424,learn_5,61453,1.7,111,v1,0.007007759037314131
425,learn_5,61453,1.7,111,v2,0.005557696057487194
426,learn_5,61453,1.7,111,v3,0.005649179726488049
427,learn_5,61453,1.7,111,pt,7.635000000000001
428,learn_5,61453,1.7,111,e,7.027500000000001
429,learn_5,61453,5.0,211,e_kl,0.04943326974919922
430,learn_5,61453,5.0,211,e_w1,0.03403389565287696
431,learn_5,61453,5.0,211,eta_kl,0.003911652103367815
432,learn_5,61453,5.0,211,eta_w1,0.05282867574863705
433,learn_5,61453,5.0,211,e_kl_0,0.2374852994079944
434,learn_5,61453,5.0,211,e_w1_0,0.09181222587823867
435,learn_5,61453,5.0,211,eta_kl_0,0.021585363874370447
436,learn_5,61453,5.0,211,eta_w1_0,0.16530040342826396
437,learn_5,61453,5.0,211,v1,0.01532033902120723
438,learn_5,61453,5.0,211,v2,0.015440272455287025
439,learn_5,61453,5.0,211,v3,0.003628791754352779
440,learn_5,61453,5.0,211,pt,7.3675
441,learn_5,61453,5.0,211,e,6.0875
442,learn_5,61453,5.0,-211,e_kl,0.03302404401900378
443,learn_5,61453,5.0,-211,e_w1,0.036022568551941456
444,learn_5,61453,5.0,-211,eta_kl,0.005054801008102992
445,learn_5,61453,5.0,-211,eta_w1,0.02743984648569266
446,learn_5,61453,5.0,-211,e_kl_0,0.030878894374959328
447,learn_5,61453,5.0,-211,e_w1_0,0.04749396860599518
448,learn_5,61453,5.0,-211,eta_kl_0,0.023597618748561235
449,learn_5,61453,5.0,-211,eta_w1_0,0.1582315020239912
